chemin,class,classe_LOC,classe_CLOC,classe_DC,WMC,classes_BC
org/jfree/chart/imagemap/,OverLIBToolTipTagFragmentGenerator.java,13,56,4.3076925,4,1.0769231
org/jfree/chart/labels/,StandardXYZToolTipGenerator.java,11,241,21.90909,19,1.15311
org/jfree/chart/event/,ChartProgressListener.java,5,44,8.8,6,1.4666667
org/jfree/chart/urls/,package-info.java,1,3,3.0,1,3.0
org/jfree/chart/labels/,StandardXYToolTipGenerator.java,9,183,20.333334,11,1.8484849
org/jfree/chart/annotations/,XYLineAnnotation.java,27,327,12.111111,22,0.55050504
org/jfree/chart/plot/,CombinedDomainCategoryPlot.java,25,640,25.6,59,0.4338983
org/jfree/chart/labels/,SymbolicXYItemLabelGenerator.java,11,152,13.818182,15,0.92121214
org/jfree/chart/event/,ChartProgressEvent.java,4,121,30.25,4,7.5625
org/jfree/chart/block/,LineBorder.java,19,209,11.0,19,0.57894737
org/jfree/chart/urls/,CustomXYURLGenerator.java,8,198,24.75,18,1.375
org/jfree/chart/axis/,ValueAxis.java,24,1643,68.458336,147,0.46570295
org/jfree/chart/urls/,TimeSeriesURLGenerator.java,9,190,21.11111,13,1.6239316
org/jfree/chart/api/,LengthAdjustmentType.java,2,48,24.0,4,6.0
org/jfree/chart/plot/,SeriesRenderingOrder.java,5,53,10.6,4,2.65
org/jfree/chart/event/,AnnotationChangeListener.java,6,44,7.3333335,6,1.2222222
org/jfree/chart/plot/,PlotState.java,6,58,9.666667,4,2.4166667
org/jfree/chart/swing/,package-info.java,1,3,3.0,1,3.0
org/jfree/chart/date/,SerialDate.java,8,970,121.25,93,1.3037634
org/jfree/chart/internal/,SerialUtils.java,418,221,0.52870816,82,0.0064476603
org/jfree/chart/labels/,StandardPieSectionLabelGenerator.java,17,228,13.411765,14,0.9579832
org/jfree/chart/plot/,PolarPlot.java,59,1950,33.050846,166,0.19910148
org/jfree/chart/renderer/,Outlier.java,4,204,51.0,14,3.642857
org/jfree/chart/renderer/,PaintScale.java,8,65,8.125,5,1.625
org/jfree/chart/labels/,ItemLabelAnchor.java,2,115,57.5,4,14.375
org/jfree/chart/block/,BlockFrame.java,9,51,5.6666665,4,1.4166666
org/jfree/chart/event/,ChartChangeEvent.java,5,119,23.8,4,5.95
org/jfree/chart/block/,package-info.java,1,3,3.0,1,3.0
org/jfree/chart/labels/,StandardXYItemLabelGenerator.java,9,180,20.0,12,1.6666666
org/jfree/chart/encoders/,ImageFormat.java,2,53,26.5,6,4.4166665
org/jfree/chart/plot/,MeterPlot.java,40,1257,31.425,75,0.419
org/jfree/chart/axis/,LogAxis.java,25,1009,40.36,88,0.45863637
org/jfree/chart/labels/,package-info.java,1,3,3.0,1,3.0
org/jfree/chart/axis/,CategoryLabelWidthType.java,2,45,22.5,4,5.625
org/jfree/chart/axis/,PeriodAxis.java,41,1140,27.804878,98,0.28372324
org/jfree/chart/labels/,HighLowItemLabelGenerator.java,11,197,17.90909,21,0.85281384
org/jfree/chart/urls/,CategoryURLGenerator.java,6,67,11.166667,5,2.2333333
org/jfree/chart/axis/,TickType.java,2,44,22.0,4,5.5
org/jfree/chart/legend/,LegendItemBlockContainer.java,16,166,10.375,7,1.4821428
org/jfree/chart/entity/,LegendItemEntity.java,7,159,22.714285,12,1.8928571
org/jfree/chart/imagemap/,URLTagFragmentGenerator.java,8,54,6.75,4,1.6875
org/jfree/chart/api/,VerticalAlignment.java,2,50,25.0,4,6.25
org/jfree/chart/block/,BlockContainer.java,14,258,18.428572,21,0.877551
org/jfree/chart/entity/,NodeEntity.java,23,65,2.826087,4,0.70652175
org/jfree/chart/plot/,DrawingSupplier.java,12,76,6.3333335,4,1.5833334
org/jfree/chart/renderer/,package-info.java,1,3,3.0,1,3.0
org/jfree/chart/text/,TextAnchor.java,2,166,83.0,12,6.9166665
org/jfree/chart/block/,CenterArrangement.java,6,315,52.5,32,1.640625
org/jfree/chart/imagemap/,package-info.java,1,3,3.0,1,3.0
org/jfree/chart/axis/,AxisLabelLocation.java,2,47,23.5,4,5.875
org/jfree/chart/annotations/,TextAnnotation.java,16,329,20.5625,16,1.2851562
org/jfree/chart/swing/,NumberCellRenderer.java,30,48,1.6,9,0.17777778
org/jfree/chart/legend/,LegendRenderingOrder.java,2,45,22.5,4,5.625
org/jfree/chart/renderer/,RendererUtils.java,153,94,0.6143791,42,0.014628074
org/jfree/chart/api/,SortOrder.java,2,44,22.0,4,5.5
org/jfree/chart/axis/,NumberTickUnitSource.java,9,218,24.222221,31,0.781362
org/jfree/chart/labels/,IntervalXYItemLabelGenerator.java,12,254,21.166666,27,0.78395057
org/jfree/chart/api/,HorizontalAlignment.java,2,49,24.5,4,6.125
org/jfree/chart/event/,PlotChangeEvent.java,3,64,21.333334,4,5.3333335
org/jfree/chart/urls/,StandardCategoryURLGenerator.java,9,184,20.444445,10,2.0444446
org/jfree/chart/legend/,LegendGraphic.java,28,712,25.428572,42,0.60544217
org/jfree/chart/labels/,CrosshairLabelGenerator.java,5,45,9.0,4,2.25
org/jfree/chart/title/,Title.java,22,410,18.636364,40,0.4659091
org/jfree/chart/event/,MarkerChangeListener.java,6,44,7.3333335,6,1.2222222
org/jfree/chart/text/,TextMeasurer.java,4,40,10.0,4,2.5
org/jfree/chart/plot/,FastScatterPlot.java,36,1043,28.972221,72,0.40239197
org/jfree/chart/swing/,AbstractOverlay.java,6,102,17.0,10,1.7
org/jfree/chart/labels/,IntervalCategoryToolTipGenerator.java,7,143,20.428572,13,1.5714285
org/jfree/chart/urls/,StandardPieURLGenerator.java,8,152,19.0,13,1.4615384
org/jfree/chart/plot/,DialShape.java,2,49,24.5,4,6.125
org/jfree/chart/entity/,CategoryLabelEntity.java,6,116,19.333334,7,2.761905
org/jfree/chart/block/,EmptyBlock.java,7,110,15.714286,7,2.244898
org/jfree/chart/labels/,StandardXYSeriesLabelGenerator.java,9,152,16.88889,9,1.8765433
org/jfree/chart/annotations/,CategoryAnnotation.java,10,50,5.0,5,1.0
org/jfree/chart/annotations/,XYPointerAnnotation.java,29,514,17.724138,22,0.80564266
org/jfree/chart/plot/,Plot.java,57,1382,24.245613,142,0.17074375
org/jfree/chart/api/,package-info.java,1,3,3.0,1,3.0
org/jfree/chart/urls/,StandardXYZURLGenerator.java,9,51,5.6666665,4,1.4166666
org/jfree/chart/plot/,ValueMarker.java,5,136,27.2,11,2.4727273
org/jfree/chart/title/,TextTitle.java,36,816,22.666666,92,0.2463768
org/jfree/chart/annotations/,XYDataImageAnnotation.java,20,339,16.95,25,0.67800003
org/jfree/chart/text/,TextBlockAnchor.java,2,62,31.0,4,7.75
org/jfree/chart/plot/,PlotOrientation.java,2,67,33.5,6,5.5833335
org/jfree/chart/axis/,NumberAxis.java,24,1104,46.0,113,0.40707964
org/jfree/chart/swing/,SelectionZoomStrategy.java,24,137,5.7083335,10,0.5708333
org/jfree/chart/annotations/,Annotation.java,7,50,7.142857,7,1.0204082
org/jfree/chart/plot/,CategoryMarker.java,11,174,15.818182,12,1.3181819
org/jfree/chart/util/,GradientPaintTransformType.java,2,42,21.0,4,5.25
org/jfree/chart/axis/,QuarterDateFormat.java,14,178,12.714286,13,0.978022
org/jfree/chart/urls/,CustomPieURLGenerator.java,14,206,14.714286,18,0.8174603
org/jfree/chart/entity/,StandardEntityCollection.java,12,192,16.0,12,1.3333334
org/jfree/chart/plot/,CombinedDomainXYPlot.java,27,722,26.74074,67,0.39911553
org/jfree/chart/renderer/,DefaultPolarItemRenderer.java,42,863,20.547619,77,0.2668522
org/jfree/chart/labels/,StandardCategoryToolTipGenerator.java,8,119,14.875,8,1.859375
org/jfree/chart/axis/,CategoryAxis.java,36,1362,37.833332,105,0.36031744
org/jfree/chart/plot/,XYCrosshairState.java,6,46,7.6666665,4,1.9166666
org/jfree/chart/axis/,TickUnit.java,3,177,59.0,17,3.4705882
org/jfree/chart/renderer/,AbstractRenderer.java,42,3011,71.690475,268,0.26750177
org/jfree/chart/renderer/,PolarItemRenderer.java,35,147,4.2,4,1.05
org/jfree/chart/labels/,BoxAndWhiskerToolTipGenerator.java,11,128,11.636364,8,1.4545455
org/jfree/chart/plot/,Marker.java,23,639,27.782608,49,0.566992
org/jfree/chart/event/,package-info.java,1,5,5.0,2,2.5
org/jfree/chart/event/,RendererChangeEvent.java,2,91,45.5,5,9.1
org/jfree/chart/block/,GridArrangement.java,6,432,72.0,43,1.6744186
org/jfree/chart/entity/,PieSectionEntity.java,8,222,27.75,10,2.775
org/jfree/chart/api/,TableOrder.java,2,45,22.5,4,5.625
org/jfree/chart/api/,RectangleEdge.java,3,112,37.333332,7,5.333333
org/jfree/chart/swing/,ChartPanel.java,78,2994,38.384617,333,0.11526912
org/jfree/chart/swing/,OverlayChangeEvent.java,7,44,6.285714,4,1.5714285
org/jfree/chart/axis/,SubCategoryAxis.java,20,407,20.35,41,0.49634147
org/jfree/chart/event/,MarkerChangeEvent.java,3,63,21.0,4,5.25
org/jfree/chart/legend/,LegendItemSource.java,5,45,9.0,4,2.25
org/jfree/chart/imagemap/,ImageMapUtils.java,123,116,0.9430894,29,0.032520324
org/jfree/chart/swing/,CrosshairOverlay.java,29,564,19.448277,69,0.28185907
org/jfree/chart/legend/,LegendItem.java,27,1052,38.962963,39,0.9990503
org/jfree/chart/title/,package-info.java,1,3,3.0,1,3.0
org/jfree/chart/labels/,AbstractCategoryItemLabelGenerator.java,13,295,22.692308,22,1.0314685
org/jfree/chart/util/,DirectionalGradientPaintTransformer.java,48,77,1.6041666,8,0.20052083
org/jfree/chart/annotations/,CategoryLineAnnotation.java,29,390,13.448276,18,0.7471264
org/jfree/chart/axis/,CategoryAnchor.java,2,49,24.5,4,6.125
org/jfree/chart/event/,RendererChangeListener.java,5,44,8.8,6,1.4666667
org/jfree/chart/renderer/,NotOutlierException.java,6,51,8.5,4,2.125
org/jfree/chart/event/,AxisChangeListener.java,5,50,10.0,8,1.25
org/jfree/chart/axis/,Tick.java,6,163,27.166666,11,2.469697
org/jfree/chart/renderer/,OutlierListCollection.java,5,163,32.6,10,3.2599998
org/jfree/chart/axis/,MarkerAxisBand.java,11,253,23.0,14,1.6428572
org/jfree/chart/event/,PlotChangeListener.java,5,45,9.0,6,1.5
org/jfree/chart/encoders/,EncoderUtil.java,53,125,2.3584905,20,0.11792453
org/jfree/chart/block/,FlowArrangement.java,9,429,47.666668,47,1.0141845
org/jfree/chart/title/,ShortTextTitle.java,119,104,0.8739496,26,0.033613447
org/jfree/chart/block/,BlockParams.java,30,95,3.1666667,4,0.7916667
org/jfree/chart/api/,Layer.java,2,37,18.5,4,4.625
org/jfree/chart/event/,TitleChangeListener.java,5,45,9.0,6,1.5
org/jfree/chart/axis/,DateAxis.java,31,1785,57.580647,164,0.35110152
org/jfree/chart/plot/,ValueAxisPlot.java,6,47,7.8333335,5,1.5666667
org/jfree/chart/labels/,MultipleXYSeriesLabelGenerator.java,13,213,16.384615,16,1.0240384
org/jfree/chart/internal/,HashUtils.java,65,127,1.9538461,8,0.24423076
org/jfree/chart/imagemap/,DynamicDriveToolTipTagFragmentGenerator.java,3,88,29.333334,5,5.866667
org/jfree/chart/plot/,PolarAxisLocation.java,2,68,34.0,4,8.5
org/jfree/chart/labels/,XYItemLabelGenerator.java,5,49,9.8,5,1.96
org/jfree/chart/labels/,XYZToolTipGenerator.java,5,48,9.6,4,2.4
org/jfree/chart/axis/,PeriodAxisLabelInfo.java,20,330,16.5,20,0.825
org/jfree/chart/plot/,CenterTextMode.java,2,48,24.0,4,6.0
org/jfree/chart/block/,BorderArrangement.java,8,528,66.0,77,0.85714287
org/jfree/chart/plot/,Crosshair.java,22,708,32.18182,29,1.109718
org/jfree/chart/event/,TitleChangeEvent.java,3,61,20.333334,4,5.0833335
org/jfree/chart/entity/,JFreeChartEntity.java,11,191,17.363636,14,1.2402598
org/jfree/chart/swing/,ChartFrame.java,6,81,13.5,7,1.9285715
org/jfree/chart/annotations/,XYShapeAnnotation.java,27,266,9.851851,21,0.4691358
org/jfree/chart/axis/,DateTickUnit.java,9,334,37.11111,23,1.6135266
org/jfree/chart/axis/,CategoryLabelPositions.java,8,388,48.5,22,2.2045455
org/jfree/chart/plot/,IntervalMarker.java,11,202,18.363636,14,1.3116883
org/jfree/chart/util/,ExportUtils.java,112,99,0.8839286,17,0.0519958
org/jfree/chart/encoders/,ImageEncoderFactory.java,4,147,36.75,16,2.296875
org/jfree/chart/plot/,RingPlot.java,27,653,24.185184,42,0.57583773
org/jfree/chart/labels/,BoxAndWhiskerXYToolTipGenerator.java,10,141,14.1,10,1.4100001
org/jfree/chart/axis/,DateTick.java,6,120,20.0,7,2.857143
org/jfree/chart/axis/,LogTick.java,4,70,17.5,5,3.5
org/jfree/chart/block/,ColumnArrangement.java,9,371,41.22222,42,0.98148143
org/jfree/chart/legend/,PaintScaleLegend.java,31,677,21.838709,60,0.36397848
org/jfree/chart/encoders/,ImageEncoder.java,13,82,6.3076925,7,0.9010989
org/jfree/chart/api/,XYCoordinateType.java,2,54,27.0,4,6.75
org/jfree/chart/api/,UnitType.java,2,44,22.0,4,5.5
org/jfree/chart/axis/,Timeline.java,11,122,11.090909,17,0.6524064
org/jfree/chart/block/,RectangleConstraint.java,7,338,48.285713,20,2.4142857
org/jfree/chart/renderer/,OutlierList.java,5,164,32.8,9,3.6444445
org/jfree/chart/encoders/,SunJPEGEncoderAdapter.java,13,151,11.615385,10,1.1615385
org/jfree/chart/plot/,MeterInterval.java,15,199,13.266666,14,0.947619
org/jfree/chart/util/,GradientPaintTransformer.java,6,41,6.8333335,4,1.7083334
org/jfree/chart/title/,DateTitle.java,13,147,11.307693,6,1.8846154
org/jfree/chart/event/,AnnotationChangeEvent.java,4,65,16.25,4,4.0625
org/jfree/chart/util/,AttrStringUtils.java,182,117,0.64285713,23,0.027950311
org/jfree/chart/urls/,XYURLGenerator.java,5,61,12.2,5,2.44
org/jfree/chart/axis/,AxisSpace.java,7,359,51.285713,32,1.6026785
org/jfree/chart/text/,AttributedStringUtils.java,43,45,1.0465117,12,0.08720931
org/jfree/chart/internal/,LineUtils.java,84,68,0.8095238,22,0.036796536
org/jfree/chart/plot/,package-info.java,1,3,3.0,1,3.0
org/jfree/chart/api/,PublicCloneable.java,5,48,9.6,5,1.9200001
org/jfree/chart/plot/,DatasetRenderingOrder.java,5,55,11.0,4,2.75
org/jfree/chart/axis/,AxisState.java,6,184,30.666666,10,3.0666666
org/jfree/chart/renderer/,WaferMapRenderer.java,17,356,20.941177,26,0.8054299
org/jfree/chart/annotations/,AbstractAnnotation.java,13,200,15.384615,29,0.530504
org/jfree/chart/labels/,StandardFlowLabelGenerator.java,8,116,14.5,8,1.8125
org/jfree/chart/text/,package-info.java,1,3,3.0,1,3.0
org/jfree/chart/internal/,ArrayUtils.java,106,82,0.7735849,25,0.030943396
org/jfree/chart/axis/,AxisLocation.java,3,84,28.0,4,7.0
org/jfree/chart/plot/,WaferMapPlot.java,24,404,16.833334,31,0.5430108
org/jfree/chart/labels/,CategorySeriesLabelGenerator.java,5,51,10.2,6,1.6999999
org/jfree/chart/axis/,NumberTick.java,3,87,29.0,4,7.25
org/jfree/chart/block/,EntityBlockParams.java,4,50,12.5,4,3.125
org/jfree/chart/text/format/,RelativeDateFormat.java,10,536,53.6,28,1.9142857
org/jfree/chart/text/format/,HMSNumberFormat.java,32,74,2.3125,6,0.38541666
org/jfree/chart/text/format/,LogFormat.java,7,232,33.142857,15,2.2095237
org/jfree/chart/text/format/,package-info.java,1,3,3.0,1,3.0
org/jfree/chart/text/format/,HexNumberFormat.java,5,147,29.4,7,4.2
org/jfree/chart/renderer/category/,StatisticalLineAndShapeRenderer.java,29,429,14.793103,59,0.25073057
org/jfree/chart/renderer/category/,CategoryItemRenderer.java,170,1269,7.464706,123,0.060688667
org/jfree/chart/renderer/category/,StandardBarPainter.java,106,96,0.9056604,20,0.04528302
org/jfree/chart/renderer/category/,StatisticalBarRenderer.java,32,527,16.46875,62,0.265625
org/jfree/chart/renderer/category/,CategoryStepRenderer.java,27,323,11.962963,28,0.4272487
org/jfree/chart/renderer/xy/,CandlestickRenderer.java,33,861,26.09091,69,0.37812912
org/jfree/chart/renderer/xy/,XYBoxAndWhiskerRenderer.java,39,767,19.666666,72,0.27314815
org/jfree/chart/renderer/xy/,GradientXYBarPainter.java,12,355,29.583334,33,0.89646465
org/jfree/chart/renderer/category/,WaterfallBarRenderer.java,27,442,16.37037,42,0.38977075
org/jfree/chart/renderer/xy/,HighLowRenderer.java,28,454,16.214285,47,0.3449848
org/jfree/chart/renderer/category/,LevelRenderer.java,22,410,18.636364,32,0.5823864
org/jfree/chart/renderer/xy/,XYItemRenderer.java,169,1158,6.852071,94,0.07289437
org/jfree/chart/renderer/xy/,XYBlockRenderer.java,26,488,18.76923,48,0.39102563
org/jfree/chart/renderer/xy/,StandardXYBarPainter.java,106,96,0.9056604,20,0.04528302
org/jfree/chart/renderer/xy/,StandardXYItemRenderer.java,37,958,25.891891,90,0.2876877
org/jfree/chart/renderer/category/,StackedAreaRenderer.java,20,453,22.65,48,0.47187498
org/jfree/chart/renderer/xy/,XYDifferenceRenderer.java,35,1151,32.885715,122,0.26955503
org/jfree/chart/renderer/category/,LineAndShapeRenderer.java,23,820,35.652172,61,0.5844618
org/jfree/chart/renderer/xy/,package-info.java,1,3,3.0,1,3.0
org/jfree/chart/renderer/xy/,XYItemRendererState.java,37,145,3.9189188,4,0.9797297
org/jfree/chart/renderer/xy/,CyclicXYItemRenderer.java,16,458,28.625,38,0.75328946
org/jfree/chart/renderer/xy/,XYLineAndShapeRenderer.java,33,1145,34.696968,86,0.4034531
org/jfree/chart/renderer/category/,DefaultCategoryItemRenderer.java,5,49,9.8,4,2.45
org/jfree/chart/renderer/xy/,XYSplineRenderer.java,22,477,21.681818,36,0.60227275
org/jfree/chart/renderer/xy/,XYBubbleRenderer.java,20,313,15.65,33,0.47424242
org/jfree/chart/renderer/xy/,XYStepRenderer.java,23,316,13.73913,29,0.4737631
org/jfree/chart/renderer/category/,AreaRenderer.java,22,305,13.863636,31,0.44721407
org/jfree/chart/renderer/xy/,DeviationStepRenderer.java,173,109,0.6300578,33,0.01909266
org/jfree/chart/renderer/category/,AbstractCategoryItemRenderer.java,60,1601,26.683332,153,0.17440087
org/jfree/chart/renderer/category/,BoxAndWhiskerRenderer.java,39,1074,27.538462,97,0.28390166
org/jfree/chart/renderer/xy/,XYAreaRenderer.java,36,676,18.777779,73,0.25722983
org/jfree/chart/renderer/xy/,DefaultXYItemRenderer.java,4,50,12.5,4,3.125
org/jfree/chart/renderer/category/,BarRenderer.java,40,1262,31.55,113,0.27920353
org/jfree/chart/renderer/xy/,AbstractXYItemRenderer.java,62,1578,25.451612,134,0.18993741
org/jfree/chart/renderer/xy/,StackedXYAreaRenderer.java,36,629,17.472221,62,0.28181002
org/jfree/chart/renderer/xy/,ClusteredXYBarRenderer.java,21,333,15.857142,40,0.39642856
org/jfree/chart/renderer/xy/,XYBarRenderer.java,39,1140,29.23077,107,0.27318478
org/jfree/chart/renderer/xy/,WindItemRenderer.java,19,163,8.578947,5,1.7157894
org/jfree/chart/renderer/category/,GroupedStackedBarRenderer.java,20,333,16.65,40,0.41625
org/jfree/chart/renderer/category/,MinMaxCategoryRenderer.java,29,507,17.48276,35,0.49950743
org/jfree/chart/renderer/xy/,StackedXYBarRenderer.java,21,381,18.142857,48,0.37797618
org/jfree/chart/renderer/xy/,VectorRenderer.java,19,311,16.368422,35,0.4676692
org/jfree/chart/renderer/category/,StackedBarRenderer.java,22,349,15.863636,47,0.33752418
org/jfree/chart/renderer/category/,GradientBarPainter.java,12,356,29.666666,33,0.89898986
org/jfree/chart/renderer/xy/,SamplingXYLineRenderer.java,24,336,14.0,29,0.4827586
org/jfree/chart/renderer/xy/,XYStepAreaRenderer.java,22,603,27.40909,56,0.48944804
org/jfree/chart/renderer/category/,LayeredBarRenderer.java,20,449,22.45,66,0.34015152
org/jfree/chart/renderer/category/,CategoryItemRendererState.java,5,196,39.2,12,3.2666667
org/jfree/chart/renderer/category/,ScatterRenderer.java,269,265,0.98513013,46,0.021415872
org/jfree/chart/renderer/xy/,XYErrorRenderer.java,23,416,18.086956,41,0.44114527
org/jfree/chart/renderer/category/,GanttRenderer.java,24,582,24.25,47,0.5159575
org/jfree/chart/renderer/xy/,XYBarPainter.java,11,69,6.2727275,4,1.5681819
org/jfree/chart/renderer/xy/,StackedXYAreaRenderer2.java,23,502,21.826086,56,0.38975152
org/jfree/chart/renderer/xy/,XYShapeRenderer.java,34,568,16.705883,59,0.28315055
org/jfree/chart/renderer/xy/,XYAreaRenderer2.java,31,387,12.4838705,31,0.4027055
org/jfree/chart/renderer/category/,IntervalBarRenderer.java,14,226,16.142857,22,0.7337662
org/jfree/chart/renderer/xy/,XYDotRenderer.java,23,340,14.782609,31,0.47685835
org/jfree/chart/renderer/xy/,YIntervalRenderer.java,29,273,9.413794,19,0.4954628
org/jfree/chart/renderer/xy/,DeviationRenderer.java,28,340,12.142858,23,0.52795035
org/jfree/chart/renderer/category/,BarPainter.java,11,73,6.6363635,4,1.6590909
org/jfree/chart/renderer/category/,package-info.java,1,3,3.0,1,3.0
org/jfree/chart/swing/editor/,FontChooserPanel.java,13,191,14.692307,14,1.0494505
org/jfree/chart/swing/editor/,package-info.java,1,3,3.0,1,3.0
org/jfree/chart/swing/editor/,DefaultNumberAxisEditor.java,97,54,0.556701,13,0.042823154
org/jfree/chart/swing/editor/,DefaultLogAxisEditor.java,82,66,0.80487806,13,0.061913695
org/jfree/chart/swing/editor/,DefaultPolarPlotEditor.java,14,190,13.571428,10,1.3571428
org/jfree/chart/swing/editor/,DefaultAxisEditor.java,22,485,22.045454,31,0.7111437
org/jfree/chart/swing/editor/,ChartEditorFactory.java,5,45,9.0,4,2.25
org/jfree/chart/swing/editor/,ChartEditor.java,6,46,7.6666665,6,1.2777778
org/jfree/chart/swing/editor/,DefaultPlotEditor.java,30,593,19.766666,62,0.3188172
org/jfree/chart/swing/editor/,StrokeSample.java,15,144,9.6,8,1.2
org/jfree/chart/swing/editor/,DefaultTitleEditor.java,20,266,13.3,17,0.7823529
org/jfree/chart/swing/editor/,StrokeChooserPanel.java,8,81,10.125,4,2.53125
org/jfree/chart/swing/editor/,FontDisplayField.java,5,88,17.6,8,2.2
org/jfree/chart/swing/editor/,ChartEditorManager.java,4,81,20.25,4,5.0625
org/jfree/chart/swing/editor/,DefaultChartEditor.java,20,241,12.05,11,1.0954546
org/jfree/chart/swing/editor/,LCBLayout.java,8,252,31.5,14,2.25
org/jfree/chart/swing/editor/,PaintSample.java,10,100,10.0,4,2.5
org/jfree/chart/swing/editor/,DefaultChartEditorFactory.java,10,48,4.8,4,1.2
org/jfree/chart/swing/editor/,DefaultValueAxisEditor.java,20,392,19.6,24,0.81666666
org/jfree/chart/plot/compass/,MeterNeedle.java,19,396,20.842106,22,0.94736844
org/jfree/chart/plot/dial/,DialScale.java,5,58,11.6,5,2.3200002
org/jfree/chart/plot/compass/,ArrowNeedle.java,11,158,14.363636,15,0.95757574
org/jfree/chart/plot/compass/,LineNeedle.java,8,113,14.125,8,1.765625
org/jfree/chart/plot/pie/,PieLabelDistributor.java,3,208,69.333336,17,4.0784316
org/jfree/chart/plot/compass/,PinNeedle.java,9,133,14.777778,10,1.4777777
org/jfree/chart/plot/dial/,DialBackground.java,19,240,12.631579,18,0.7017544
org/jfree/chart/plot/flow/,package-info.java,1,3,3.0,1,3.0
org/jfree/chart/plot/compass/,CompassPlot.java,32,829,25.90625,43,0.60247093
org/jfree/chart/plot/pie/,AbstractPieLabelDistributor.java,5,98,19.6,5,3.92
org/jfree/chart/plot/dial/,AbstractDialLayer.java,9,197,21.88889,18,1.2160494
org/jfree/chart/plot/dial/,ArcDialFrame.java,23,483,21.0,27,0.7777778
org/jfree/chart/plot/compass/,package-info.java,1,3,3.0,1,3.0
org/jfree/chart/plot/compass/,MiddlePinNeedle.java,10,135,13.5,10,1.35
org/jfree/chart/plot/pie/,MultiplePiePlot.java,41,589,14.365853,55,0.26119733
org/jfree/chart/plot/dial/,DialLayerChangeEvent.java,3,62,20.666666,4,5.1666665
org/jfree/chart/plot/compass/,WindNeedle.java,6,114,19.0,8,2.375
org/jfree/chart/plot/dial/,package-info.java,1,3,3.0,1,3.0
org/jfree/chart/plot/dial/,DialPlot.java,28,784,28.0,65,0.43076923
org/jfree/chart/plot/pie/,PieLabelLinkStyle.java,2,49,24.5,4,6.125
org/jfree/chart/plot/compass/,PlumNeedle.java,8,122,15.25,9,1.6944444
org/jfree/chart/plot/flow/,FlowPlot.java,38,786,20.68421,74,0.27951634
org/jfree/chart/plot/pie/,package-info.java,1,3,3.0,1,3.0
org/jfree/chart/plot/dial/,DialTextAnnotation.java,21,369,17.571428,27,0.6507936
org/jfree/chart/plot/pie/,PieLabelRecord.java,4,272,68.0,19,3.5789473
org/jfree/chart/plot/dial/,DialLayerChangeListener.java,5,46,9.2,6,1.5333333
org/jfree/chart/plot/dial/,StandardDialScale.java,25,969,38.76,59,0.6569491
org/jfree/chart/plot/dial/,StandardDialRange.java,18,406,22.555555,27,0.8353909
org/jfree/chart/plot/dial/,DialLayer.java,14,88,6.285714,8,0.78571427
org/jfree/chart/plot/dial/,DialFrame.java,7,52,7.428571,5,1.4857142
org/jfree/chart/plot/dial/,StandardDialFrame.java,21,327,15.571428,19,0.81954885
org/jfree/chart/plot/compass/,LongNeedle.java,8,168,21.0,12,1.75
org/jfree/chart/plot/dial/,DialPointer.java,22,601,27.318182,32,0.8536932
org/jfree/chart/plot/compass/,PointerNeedle.java,8,144,18.0,12,1.5
org/jfree/chart/plot/dial/,DialCap.java,19,311,16.368422,21,0.7794486
org/jfree/chart/plot/pie/,PiePlotState.java,5,265,53.0,4,13.25
org/jfree/chart/plot/dial/,DialValueIndicator.java,31,726,23.419355,51,0.45920303
org/jfree/chart/plot/pie/,PiePlot.java,34,3179,93.5,243,0.38477367
org/jfree/chart/plot/compass/,ShipNeedle.java,8,120,15.0,9,1.6666666
