chemin,class,classe_LOC,classe_CLOC,classe_DC,WMC,classes_BC
org/jfree/chart/,RectangleConstraint.java,7,338,48.285713,20,2.4142857
org/jfree/chart/,LogTick.java,4,70,17.5,5,3.5
org/jfree/chart/,XYTextAnnotation.java,29,610,21.034483,28,0.75123155
org/jfree/chart/,ChartPanel.java,78,2994,38.384617,333,0.11526912
org/jfree/chart/,LegendItemBlockContainer.java,16,166,10.375,7,1.4821428
org/jfree/chart/,GrayPaintScale.java,8,209,26.125,22,1.1875
org/jfree/chart/,RectangleEdge.java,3,112,37.333332,7,5.333333
org/jfree/chart/,AxisState.java,6,184,30.666666,10,3.0666666
org/jfree/chart/,XYItemLabelGenerator.java,5,49,9.8,5,1.96
org/jfree/chart/,VerticalAlignment.java,2,50,25.0,4,6.25
org/jfree/chart/,TitleChangeListener.java,5,45,9.0,6,1.5
org/jfree/chart/,package-info.java,1,3,3.0,1,3.0
org/jfree/chart/,SunJPEGEncoderAdapter.java,13,151,11.615385,10,1.1615385
org/jfree/chart/,LegendTitle.java,39,634,16.25641,48,0.33867523
org/jfree/chart/,StandardXYToolTipGenerator.java,9,183,20.333334,11,1.8484849
org/jfree/chart/,ShortTextTitle.java,119,104,0.8739496,26,0.033613447
org/jfree/chart/,TitleChangeEvent.java,3,61,20.333334,4,5.0833335
org/jfree/chart/,TextBlockAnchor.java,2,62,31.0,4,7.75
org/jfree/chart/,CrosshairState.java,4,349,87.25,19,4.5921054
org/jfree/chart/,package-info.java,1,3,3.0,1,3.0
org/jfree/chart/,CategoryToolTipGenerator.java,5,56,11.2,4,2.8
org/jfree/chart/,StandardXYURLGenerator.java,6,146,24.333334,10,2.4333334
org/jfree/chart/,MeterPlot.java,40,1257,31.425,75,0.419
org/jfree/chart/,TitleEntity.java,11,191,17.363636,14,1.2402598
org/jfree/chart/,Arrangement.java,7,61,8.714286,6,1.452381
org/jfree/chart/,CategorySeriesLabelGenerator.java,5,51,10.2,6,1.6999999
org/jfree/chart/,XYAnnotationBoundsInfo.java,7,57,8.142858,4,2.0357144
